GTIN13;BU;Project Code;Commited Qty
139537;Store 6;Project 2022_01;9259.25925925926
139597;Store 13;Project 2024_01;9259.25925925926
139465;Store 3;Project 2023_01;14814.81481481481
139616;Store 9;Project 2024_03;9259.25925925926
139550;Store 5;Project 2022_01;5555.555555555556
139354;Store 4;Project 2022_02;2676
139329;Store 7;Project 2023_02;787
139473;Store 13;Project 2022_03;691
139560;Store 5;Project 2024_02;500
139451;Store 14;Project 2022_01;2300
139474;Store 1;Project 2024_02;3443
139501;Store 13;Project 2022_02;500
139515;Store 8;Project 2023_03;13686
139588;Store 15;Project 2023_02;700
139343;Store 10;Project 2023_02;1400
139413;Store 4;Project 2022_03;5406
139573;Store 13;Project 2022_03;332
139415;Store 12;Project 2023_01;1780
139488;Store 11;Project 2022_02;2800
139455;Store 2;Project 2023_02;300
139503;Store 14;Project 2022_02;405
139599;Store 10;Project 2022_01;3077
139408;Store 8;Project 2023_01;7239
139335;Store 1;Project 2024_03;570
139490;Store 4;Project 2023_02;429
139348;Store 4;Project 2023_03;800
139502;Store 2;Project 2024_03;1450
139482;Store 2;Project 2023_01;850
139315;Store 13;Project 2024_03;1720
139576;Store 14;Project 2023_03;200
139592;Store 12;Project 2022_03;2750
139331;Store 14;Project 2024_01;413
139445;Store 6;Project 2022_03;236
139307;Store 11;Project 2024_03;245
139491;Store 11;Project 2023_03;3400
139354;Store 8;Project 2022_01;3300
139427;Store 15;Project 2023_01;2250
139416;Store 1;Project 2022_03;2750
139545;Store 14;Project 2023_03;5700
139539;Store 1;Project 2022_02;7450
139445;Store 3;Project 2024_02;1271
139465;Store 14;Project 2022_03;1030
139553;Store 11;Project 2024_03;6397
139417;Store 12;Project 2022_03;150
139386;Store 10;Project 2022_01;2704
139549;Store 15;Project 2024_02;4340
139523;Store 2;Project 2022_03;700
139373;Store 10;Project 2024_03;700
139443;Store 5;Project 2022_03;2500
139530;Store 16;Project 2023_02;1250
139600;Store 9;Project 2024_01;1500
139386;Store 11;Project 2023_01;2200
139525;Store 2;Project 2024_03;2500
139403;Store 9;Project 2022_03;3000
139483;Store 9;Project 2023_02;1650
139417;Store 10;Project 2024_01;1350
139365;Store 12;Project 2022_03;450
139520;Store 9;Project 2023_02;1800
139493;Store 16;Project 2024_02;1150
139334;Store 3;Project 2024_02;250
139311;Store 12;Project 2024_02;320
139355;Store 2;Project 2023_02;1200
139631;Store 3;Project 2023_03;350
139359;Store 1;Project 2023_01;350
139425;Store 15;Project 2023_01;2500
139539;Store 9;Project 2022_03;800
139603;Store 14;Project 2024_03;2950
139367;Store 4;Project 2024_03;500
139315;Store 3;Project 2023_03;310
139461;Store 2;Project 2023_03;520
139393;Store 4;Project 2023_01;2000
139490;Store 3;Project 2024_02;700
139352;Store 5;Project 2024_02;200
139523;Store 6;Project 2023_03;1100
139320;Store 16;Project 2022_02;400
139543;Store 14;Project 2024_03;2000
139566;Store 12;Project 2022_02;1500
139360;Store 12;Project 2023_01;850
139561;Store 2;Project 2024_02;1600
139421;Store 2;Project 2024_02;1550
139595;Store 5;Project 2023_01;580
139354;Store 11;Project 2023_01;750
139617;Store 6;Project 2024_01;200
139314;Store 3;Project 2024_01;1300
139494;Store 2;Project 2023_01;1400
139585;Store 1;Project 2023_02;800
139609;Store 5;Project 2022_03;200
139548;Store 12;Project 2022_01;1800
139491;Store 9;Project 2023_02;700
139544;Store 15;Project 2024_03;220
139376;Store 2;Project 2024_01;200
139518;Store 15;Project 2024_02;450
139444;Store 9;Project 2024_03;750
139424;Store 6;Project 2024_03;240
139411;Store 13;Project 2023_01;240
139611;Store 10;Project 2023_03;480
139454;Store 10;Project 2024_01;500
139385;Store 15;Project 2023_01;1450
139376;Store 13;Project 2023_02;600
139422;Store 7;Project 2023_03;390
139540;Store 13;Project 2024_03;440
139525;Store 11;Project 2023_03;900
139486;Store 7;Project 2023_03;600
139552;Store 13;Project 2024_01;900
139509;Store 2;Project 2024_03;1300
139432;Store 7;Project 2022_02;450
139336;Store 14;Project 2024_02;500
139631;Store 4;Project 2023_02;620
139347;Store 3;Project 2022_03;220
139373;Store 5;Project 2022_02;800
139396;Store 13;Project 2024_01;350
139409;Store 5;Project 2022_02;320
139413;Store 15;Project 2024_02;260
139399;Store 2;Project 2024_02;2800
139611;Store 2;Project 2022_03;200
139549;Store 11;Project 2024_01;600
139642;Store 6;Project 2022_01;180
139440;Store 13;Project 2022_01;200
139431;Store 9;Project 2023_02;1800
139380;Store 9;Project 2023_03;2250
139622;Store 16;Project 2024_03;200
139539;Store 3;Project 2022_02;1600
139563;Store 14;Project 2023_01;3200
139400;Store 1;Project 2022_02;1550
139600;Store 11;Project 2024_01;2400
139562;Store 9;Project 2023_03;1200
139365;Store 13;Project 2024_01;3400
139484;Store 1;Project 2022_02;1750
139400;Store 13;Project 2024_03;3000
139328;Store 11;Project 2023_01;145
139573;Store 7;Project 2023_01;2400
139398;Store 2;Project 2023_01;3400
139577;Store 11;Project 2023_01;2000
139547;Store 8;Project 2022_02;1900
139627;Store 9;Project 2024_02;1900
139515;Store 7;Project 2022_01;1500
139347;Store 9;Project 2022_01;70
139602;Store 10;Project 2022_03;150
139502;Store 4;Project 2024_03;1150
139318;Store 4;Project 2023_01;160
139306;Store 4;Project 2024_02;100
139504;Store 8;Project 2022_02;200
139609;Store 6;Project 2023_02;320
139433;Store 16;Project 2023_01;200
139483;Store 14;Project 2023_02;470
139315;Store 4;Project 2023_02;200
139332;Store 13;Project 2024_02;100
139545;Store 3;Project 2022_02;400
139541;Store 14;Project 2023_03;1800
139543;Store 13;Project 2022_02;620
139350;Store 16;Project 2022_01;350
139470;Store 3;Project 2024_01;2300
139614;Store 7;Project 2022_03;34722.22222222223
139522;Store 15;Project 2023_02;55555.55555555556
139432;Store 3;Project 2024_01;55555.55555555556
139642;Store 11;Project 2023_02;10416.66666666667
139612;Store 10;Project 2023_01;50
139435;Store 5;Project 2023_02;5500
139474;Store 10;Project 2024_02;500
139552;Store 7;Project 2023_03;200
139564;Store 8;Project 2023_03;137
139549;Store 6;Project 2024_03;430
139606;Store 16;Project 2024_02;275
139331;Store 1;Project 2022_01;137
139316;Store 7;Project 2023_03;137
139490;Store 1;Project 2024_02;750
139383;Store 10;Project 2023_01;375
139622;Store 16;Project 2023_02;375
139484;Store 4;Project 2022_02;875
139513;Store 6;Project 2023_02;437
139521;Store 2;Project 2022_02;125
139459;Store 3;Project 2023_01;3340
139353;Store 13;Project 2024_01;1875
139367;Store 4;Project 2024_03;750
139537;Store 2;Project 2024_02;2800
139343;Store 8;Project 2024_03;1750
139402;Store 10;Project 2022_02;562
139322;Store 16;Project 2023_03;1000
139448;Store 3;Project 2024_02;375
139308;Store 10;Project 2023_03;62
139625;Store 5;Project 2022_02;1900
139312;Store 2;Project 2023_01;2040
139629;Store 2;Project 2023_02;1275
139571;Store 15;Project 2024_01;800
139335;Store 7;Project 2022_02;800
139531;Store 12;Project 2023_01;1150
139539;Store 7;Project 2024_02;890
139342;Store 5;Project 2024_02;525
139483;Store 3;Project 2023_02;1250
139566;Store 10;Project 2023_02;750
139628;Store 16;Project 2023_03;2300
139623;Store 1;Project 2022_02;2690
139418;Store 9;Project 2022_03;1390
139350;Store 10;Project 2023_02;1150
139418;Store 1;Project 2024_02;5820
139351;Store 15;Project 2024_03;3313
139444;Store 13;Project 2023_01;4820
139415;Store 11;Project 2023_03;2430
139366;Store 16;Project 2023_01;1450
139624;Store 16;Project 2023_03;675
139426;Store 9;Project 2024_01;1150
139392;Store 6;Project 2024_01;800
139550;Store 16;Project 2023_03;1125
139474;Store 5;Project 2022_03;1640
139373;Store 4;Project 2023_02;990
139442;Store 4;Project 2024_01;525
139562;Store 11;Project 2024_02;1000
139570;Store 16;Project 2023_01;1000
139630;Store 2;Project 2022_02;890
139478;Store 5;Project 2023_01;375
139418;Store 1;Project 2023_03;425
139388;Store 1;Project 2024_03;350
139577;Store 2;Project 2022_02;200
139432;Store 6;Project 2022_02;150
139349;Store 2;Project 2024_03;375
139366;Store 9;Project 2024_01;5993
139485;Store 12;Project 2024_01;3380
139417;Store 10;Project 2023_01;4526
139461;Store 7;Project 2024_01;4490
139498;Store 13;Project 2024_01;10140
139524;Store 3;Project 2023_02;8140
139593;Store 4;Project 2022_01;8140
139482;Store 4;Project 2024_01;9640
139602;Store 2;Project 2023_03;5415
139478;Store 7;Project 2023_03;5415
139602;Store 4;Project 2022_03;250
139578;Store 9;Project 2024_02;8000
139512;Store 16;Project 2023_03;5000
139624;Store 14;Project 2023_01;8000
139583;Store 13;Project 2022_01;14764
139443;Store 10;Project 2024_01;1460
139453;Store 2;Project 2024_01;502
139393;Store 2;Project 2024_01;82916
139480;Store 3;Project 2024_01;1000
139305;Store 1;Project 2024_02;800
139409;Store 11;Project 2024_01;1500
139342;Store 1;Project 2022_01;2000
139455;Store 14;Project 2023_01;2200
139601;Store 10;Project 2023_01;500
139349;Store 11;Project 2022_01;700
139325;Store 15;Project 2024_02;800
139412;Store 6;Project 2024_02;2000
139459;Store 15;Project 2023_01;2200
139481;Store 4;Project 2024_02;800
139509;Store 1;Project 2024_03;1000
139470;Store 15;Project 2023_03;6000
139502;Store 8;Project 2023_03;800
139340;Store 1;Project 2023_03;550
139564;Store 12;Project 2023_01;1300
139492;Store 1;Project 2022_02;250
139486;Store 1;Project 2023_01;300
139520;Store 13;Project 2022_03;400
139345;Store 6;Project 2023_01;140
139505;Store 9;Project 2022_03;500
139396;Store 4;Project 2022_02;370
139368;Store 8;Project 2023_03;1070
139582;Store 1;Project 2023_01;250
139605;Store 10;Project 2024_03;410
139430;Store 1;Project 2022_02;1600
139604;Store 11;Project 2022_01;6400
139397;Store 13;Project 2024_03;1000
139420;Store 13;Project 2022_02;4200
139482;Store 12;Project 2023_01;5200
139379;Store 7;Project 2024_03;9000
139557;Store 15;Project 2024_03;6180
139372;Store 16;Project 2024_01;10680
139329;Store 15;Project 2024_03;18680
139306;Store 14;Project 2022_02;5880
139615;Store 8;Project 2024_03;21680
139597;Store 14;Project 2023_01;10550
139393;Store 12;Project 2024_02;22380
139586;Store 16;Project 2022_02;7680
139530;Store 3;Project 2023_03;5130
139550;Store 10;Project 2023_03;16680
139422;Store 10;Project 2022_02;5680
139552;Store 10;Project 2024_03;10680
139317;Store 16;Project 2024_03;5680
139318;Store 8;Project 2023_03;6680
139499;Store 6;Project 2024_01;5680
139457;Store 7;Project 2024_03;5180
139491;Store 14;Project 2024_01;6680
139493;Store 3;Project 2024_01;5180
139505;Store 4;Project 2022_02;11686
139495;Store 15;Project 2024_01;5680
139580;Store 11;Project 2023_02;5680
139587;Store 5;Project 2022_02;4680
139434;Store 4;Project 2024_02;5680
139581;Store 11;Project 2022_02;15220
139593;Store 4;Project 2022_03;16520
139367;Store 2;Project 2022_01;18020
139459;Store 6;Project 2022_01;17520
139345;Store 8;Project 2023_02;4680
139640;Store 3;Project 2022_01;4980
139482;Store 11;Project 2022_01;6680
139321;Store 12;Project 2022_01;5680
139643;Store 15;Project 2024_02;6180
139558;Store 10;Project 2022_03;3840
139450;Store 14;Project 2024_02;6720
139456;Store 14;Project 2022_03;7520
139433;Store 13;Project 2022_01;13180
139345;Store 1;Project 2023_03;11680
139489;Store 15;Project 2022_02;6840
139505;Store 16;Project 2024_03;11680
139482;Store 8;Project 2023_01;16030
139514;Store 2;Project 2022_01;25860
139475;Store 9;Project 2022_03;12130
139519;Store 14;Project 2022_02;4680
139417;Store 12;Project 2024_02;6680
139380;Store 16;Project 2023_03;5880
139306;Store 5;Project 2024_02;2100
139478;Store 3;Project 2023_01;5900
139532;Store 4;Project 2023_01;20700
139424;Store 4;Project 2023_03;23076.92307692307
139601;Store 9;Project 2024_03;74074.07407407407
139575;Store 11;Project 2023_01;6280
139640;Store 12;Project 2022_01;3880
139404;Store 12;Project 2024_03;4280
139499;Store 5;Project 2023_02;2880
139363;Store 16;Project 2023_02;3080
139352;Store 5;Project 2024_02;3880
139479;Store 2;Project 2022_03;2760
139318;Store 8;Project 2023_01;6580
139445;Store 15;Project 2024_03;4280
139319;Store 8;Project 2023_02;4280
139495;Store 9;Project 2024_03;3280
139360;Store 14;Project 2023_01;3280
139618;Store 8;Project 2024_03;3780
139319;Store 11;Project 2024_01;3280
139304;Store 11;Project 2024_01;5700
139496;Store 11;Project 2024_03;12700
139467;Store 9;Project 2023_01;4700
139482;Store 8;Project 2022_03;5700
139574;Store 12;Project 2022_03;6700
139591;Store 10;Project 2024_02;17240
139509;Store 11;Project 2023_03;39480
139316;Store 14;Project 2023_02;10240
139498;Store 11;Project 2022_03;10240
139414;Store 15;Project 2022_03;22240
139383;Store 16;Project 2022_03;17240
139564;Store 9;Project 2023_02;5280
139522;Store 15;Project 2024_02;4600
139301;Store 14;Project 2024_03;3200
139347;Store 9;Project 2023_01;7100
139640;Store 10;Project 2024_01;2100
139566;Store 9;Project 2024_01;12420
139477;Store 5;Project 2023_01;8420
139389;Store 6;Project 2023_03;15420
139602;Store 4;Project 2023_03;7200
139336;Store 9;Project 2022_02;5280
139343;Store 9;Project 2022_01;5280
139463;Store 2;Project 2022_01;80000
139362;Store 11;Project 2023_03;53763.44086021505
139427;Store 12;Project 2022_01;6000
139610;Store 13;Project 2022_03;7600
139553;Store 7;Project 2023_02;19500
139547;Store 14;Project 2022_03;9000
139311;Store 2;Project 2023_03;18500
139323;Store 15;Project 2022_02;7600
139366;Store 6;Project 2024_02;25000
139500;Store 10;Project 2022_03;13500
139427;Store 5;Project 2023_03;3600
139359;Store 4;Project 2024_02;2800
139317;Store 2;Project 2024_03;14000
139441;Store 11;Project 2022_02;2600
139311;Store 16;Project 2023_01;8600
139538;Store 11;Project 2023_03;17300
139398;Store 16;Project 2024_03;1900
139457;Store 10;Project 2024_03;3800
139322;Store 6;Project 2023_03;3800
139557;Store 11;Project 2024_01;3500
139343;Store 8;Project 2022_01;4000
139634;Store 1;Project 2022_02;2600
139494;Store 12;Project 2022_02;1214
139422;Store 9;Project 2023_02;2800
139402;Store 16;Project 2023_01;3000
139448;Store 9;Project 2024_02;3000
139540;Store 5;Project 2024_02;23000
139526;Store 8;Project 2022_01;9500
139484;Store 12;Project 2024_02;25000
139534;Store 10;Project 2022_02;10400
139553;Store 15;Project 2024_02;9800
139625;Store 9;Project 2024_01;8500
139493;Store 13;Project 2022_03;9800
139367;Store 15;Project 2024_02;19000
139475;Store 6;Project 2023_01;30000
139514;Store 15;Project 2022_01;10800
139601;Store 15;Project 2024_01;33000
139399;Store 15;Project 2024_03;11800
139471;Store 3;Project 2022_01;37300
139370;Store 15;Project 2023_01;38000
139373;Store 1;Project 2022_01;9000
139332;Store 2;Project 2023_03;19500
139639;Store 5;Project 2023_02;11500
139406;Store 10;Project 2024_02;11500
139535;Store 6;Project 2023_03;10000
139429;Store 15;Project 2024_01;21500
139414;Store 4;Project 2023_02;7900
139303;Store 16;Project 2024_02;12000
139300;Store 2;Project 2024_02;5900
139326;Store 8;Project 2024_01;7500
139447;Store 10;Project 2024_03;16800
139600;Store 5;Project 2022_02;9000
139484;Store 5;Project 2022_02;4900
139353;Store 8;Project 2023_03;11500
139507;Store 9;Project 2023_02;400
139618;Store 7;Project 2022_03;1800
139341;Store 3;Project 2022_02;14500
139420;Store 6;Project 2022_01;11800
139457;Store 5;Project 2022_01;11780
139578;Store 5;Project 2022_01;10280
139544;Store 11;Project 2022_01;5280
139474;Store 16;Project 2023_02;3280
139309;Store 10;Project 2024_02;148835
139423;Store 7;Project 2024_03;60408
139392;Store 7;Project 2023_02;15840
139506;Store 12;Project 2024_02;18560
139526;Store 5;Project 2024_02;12280
139317;Store 5;Project 2022_03;15280
139323;Store 1;Project 2022_02;6280
139357;Store 7;Project 2024_01;9280
139350;Store 2;Project 2024_01;4280
139592;Store 15;Project 2022_03;10280
139382;Store 5;Project 2024_01;5280
139302;Store 15;Project 2024_01;10280
139434;Store 5;Project 2022_01;5280
139553;Store 4;Project 2024_03;3160
139407;Store 5;Project 2024_02;6280
139604;Store 8;Project 2024_03;6280
139331;Store 7;Project 2023_01;4280
139301;Store 1;Project 2023_02;5280
139569;Store 6;Project 2023_01;10280
139521;Store 5;Project 2023_02;5280
139329;Store 11;Project 2022_01;5780
139358;Store 12;Project 2023_02;3660
139378;Store 14;Project 2022_02;6280
139443;Store 12;Project 2024_02;3160
139451;Store 16;Project 2023_01;22000
139487;Store 2;Project 2023_03;11500
139403;Store 5;Project 2024_01;68000
139549;Store 3;Project 2024_01;42000
139483;Store 10;Project 2023_01;36000
139318;Store 16;Project 2023_01;15000
139504;Store 11;Project 2023_03;7000
139640;Store 2;Project 2023_01;40000
139310;Store 14;Project 2023_01;5000
139458;Store 4;Project 2023_01;8000
139333;Store 2;Project 2024_01;3000
139510;Store 1;Project 2022_03;3000
139602;Store 10;Project 2024_03;10000
139506;Store 12;Project 2023_02;5000
139471;Store 1;Project 2022_01;8000
139529;Store 14;Project 2023_02;25000
139456;Store 3;Project 2024_02;3000
139319;Store 9;Project 2024_01;3000
139342;Store 16;Project 2024_01;14680
139557;Store 12;Project 2022_02;8280
139537;Store 2;Project 2024_03;8280
139558;Store 8;Project 2023_01;4660
139456;Store 4;Project 2022_01;6980
139553;Store 12;Project 2024_02;6780
